Location,Day,D,F,G,H,Pp,S,T,V,W,U,$
CHESTER,2024-03-19Z,NNW,11,7,74,5,2,11,VG,7,1,1080
CHESTER,2024-03-19Z,NNE,10,4,82,5,2,10,GO,7,0,1260
CHESTER,2024-03-20Z,WNW,9,7,87,15,2,10,MO,7,0,0
CHESTER,2024-03-20Z,E,8,9,91,84,4,9,MO,15,0,180
CHESTER,2024-03-20Z,E,8,11,95,86,4,9,MO,15,0,360
CHESTER,2024-03-20Z,WNW,9,11,93,61,7,10,MO,7,1,540
CHESTER,2024-03-20Z,WNW,9,16,89,86,9,10,GO,15,2,720
CHESTER,2024-03-20Z,NW,8,20,84,12,11,10,GO,7,1,900
CHESTER,2024-03-20Z,NW,6,16,85,5,9,9,VG,1,1,1080
CHESTER,2024-03-20Z,WNW,5,9,91,3,4,6,VG,0,0,1260
CHESTER,2024-03-21Z,WSW,3,7,93,5,4,5,GO,7,0,0
CHESTER,2024-03-21Z,SW,3,7,94,5,4,5,GO,7,0,180
CHESTER,2024-03-21Z,S,3,9,92,5,4,5,GO,7,0,360
CHESTER,2024-03-21Z,S,6,16,82,8,7,8,VG,7,1,540
CHESTER,2024-03-21Z,SSW,8,22,73,13,11,11,GO,7,2,720
CHESTER,2024-03-21Z,SW,9,29,68,7,16,12,VG,7,1,900
CHESTER,2024-03-21Z,SW,9,29,75,6,16,11,VG,7,1,1080
CHESTER,2024-03-21Z,WSW,8,27,82,9,16,11,GO,7,0,1260
CHESTER,2024-03-22Z,W,8,25,86,33,13,11,GO,9,0,0
CHESTER,2024-03-22Z,W,6,25,81,42,13,9,GO,12,0,180
CHESTER,2024-03-22Z,W,5,22,79,14,11,8,VG,8,0,360
CHESTER,2024-03-22Z,W,5,29,69,8,16,9,VG,7,1,540
CHESTER,2024-03-22Z,W,6,36,57,12,18,10,VG,7,3,720
CHESTER,2024-03-22Z,W,6,36,56,6,18,9,VG,3,1,900
CHESTER,2024-03-22Z,W,4,29,64,9,16,8,VG,3,1,1080
CHESTER,2024-03-22Z,W,2,27,71,4,13,6,VG,2,0,1260
BOGNOR REGIS,2024-03-18Z,SSW,9,20,89,13,13,12,GO,8,2,720
BOGNOR REGIS,2024-03-18Z,SW,9,22,89,10,13,12,GO,8,1,900
BOGNOR REGIS,2024-03-18Z,SW,9,22,90,5,13,11,GO,7,1,1080
BOGNOR REGIS,2024-03-18Z,SW,9,25,90,13,11,11,GO,8,0,1260
BOGNOR REGIS,2024-03-19Z,SSW,9,22,89,9,11,11,GO,7,0,0
BOGNOR REGIS,2024-03-19Z,SW,8,27,85,5,13,11,GO,7,0,180
BOGNOR REGIS,2024-03-19Z,SSW,8,25,86,7,13,10,GO,7,0,360
BOGNOR REGIS,2024-03-19Z,SSW,8,27,86,14,16,11,MO,8,1,540
BOGNOR REGIS,2024-03-19Z,SW,9,25,85,11,16,11,GO,8,2,720
BOGNOR REGIS,2024-03-19Z,SW,9,20,86,9,11,12,GO,7,1,900
BOGNOR REGIS,2024-03-19Z,SSW,9,16,89,10,9,11,GO,8,1,1080
BOGNOR REGIS,2024-03-19Z,SSW,10,11,91,9,4,11,GO,7,0,1260
BOGNOR REGIS,2024-03-20Z,SSE,9,11,92,11,7,10,GO,8,0,0
BOGNOR REGIS,2024-03-20Z,SSE,9,11,92,7,4,10,GO,7,0,180
BOGNOR REGIS,2024-03-20Z,SE,9,7,93,7,4,10,MO,7,0,360
BOGNOR REGIS,2024-03-20Z,SE,10,9,88,5,4,11,GO,7,1,540
BOGNOR REGIS,2024-03-20Z,S,12,9,78,5,4,13,GO,7,3,720
BOGNOR REGIS,2024-03-20Z,SSW,13,11,74,6,7,14,GO,7,1,900
BOGNOR REGIS,2024-03-20Z,WSW,11,9,85,6,4,12,GO,7,1,1080
BOGNOR REGIS,2024-03-20Z,WNW,9,11,90,2,7,10,GO,2,0,1260
BOGNOR REGIS,2024-03-21Z,NW,7,11,93,1,7,9,GO,0,0,0
BOGNOR REGIS,2024-03-21Z,NNW,6,9,95,1,7,8,GO,0,0,180
BOGNOR REGIS,2024-03-21Z,NNW,5,9,96,6,4,7,GO,7,0,360
BOGNOR REGIS,2024-03-21Z,NW,8,11,88,8,4,10,GO,8,1,540
BOGNOR REGIS,2024-03-21Z,SW,10,18,77,8,9,12,GO,8,3,720
BOGNOR REGIS,2024-03-21Z,SW,10,22,74,4,13,12,VG,7,1,900
BOGNOR REGIS,2024-03-21Z,SW,8,22,83,5,13,10,VG,7,1,1080
BOGNOR REGIS,2024-03-21Z,WSW,7,22,90,5,13,9,GO,7,0,1260
BOGNOR REGIS,2024-03-22Z,WSW,6,25,90,6,16,9,GO,7,0,0
BOGNOR REGIS,2024-03-22Z,WSW,6,25,92,12,16,10,GO,8,0,180
BOGNOR REGIS,2024-03-22Z,WSW,7,25,91,17,16,10,GO,8,0,360
BOGNOR REGIS,2024-03-22Z,W,8,22,86,17,13,11,GO,8,1,540
BOGNOR REGIS,2024-03-22Z,W,9,25,71,16,13,12,GO,7,2,720
BOGNOR REGIS,2024-03-22Z,WNW,9,27,62,16,16,11,VG,7,1,900
BOGNOR REGIS,2024-03-22Z,WNW,7,22,65,8,13,10,VG,1,1,1080
BOGNOR REGIS,2024-03-22Z,WNW,4,25,72,4,16,8,VG,0,0,1260
BRIGHTON,2024-03-18Z,SW,9,22,91,52,13,12,GO,8,3,720
BRIGHTON,2024-03-18Z,SW,10,22,90,20,9,12,GO,8,1,900
BRIGHTON,2024-03-18Z,SW,9,20,94,10,11,11,GO,7,1,1080
BRIGHTON,2024-03-18Z,SW,8,22,91,9,11,11,GO,8,0,1260
BRIGHTON,2024-03-19Z,SSW,8,22,91,5,11,11,GO,7,0,0
BRIGHTON,2024-03-19Z,SW,8,22,89,4,13,10,GO,7,0,180
BRIGHTON,2024-03-19Z,SW,8,25,85,6,13,10,GO,7,0,360
BRIGHTON,2024-03-19Z,SSW,8,25,85,13,13,11,GO,8,1,540
BRIGHTON,2024-03-19Z,SW,8,25,87,14,13,11,GO,7,2,720
BRIGHTON,2024-03-19Z,SW,9,20,87,10,11,11,GO,8,1,900
BRIGHTON,2024-03-19Z,SW,9,16,90,10,9,11,GO,7,1,1080
BRIGHTON,2024-03-19Z,S,10,9,92,6,4,11,GO,7,0,1260
BRIGHTON,2024-03-20Z,SSE,9,11,92,7,4,10,GO,7,0,0
BRIGHTON,2024-03-20Z,SE,9,11,90,6,7,10,GO,7,0,180
BRIGHTON,2024-03-20Z,SE,9,9,91,5,4,10,GO,7,0,360
BRIGHTON,2024-03-20Z,SSE,11,9,85,5,4,12,GO,7,1,540
BRIGHTON,2024-03-20Z,S,12,9,78,5,4,13,GO,7,3,720
BRIGHTON,2024-03-20Z,SW,13,11,72,6,4,14,GO,7,1,900
BRIGHTON,2024-03-20Z,WSW,11,9,82,6,4,12,GO,7,1,1080
BRIGHTON,2024-03-20Z,WNW,9,11,89,2,7,10,GO,2,0,1260
BRIGHTON,2024-03-21Z,NW,8,11,92,1,7,9,GO,0,0,0
BRIGHTON,2024-03-21Z,NNW,6,11,95,2,7,8,GO,0,0,180
BRIGHTON,2024-03-21Z,NNW,5,9,96,3,4,6,GO,2,0,360
BRIGHTON,2024-03-21Z,NW,9,11,88,8,4,10,GO,8,1,540
BRIGHTON,2024-03-21Z,SW,10,18,78,7,9,12,GO,8,3,720
BRIGHTON,2024-03-21Z,SW,10,22,74,5,13,12,VG,7,1,900
BRIGHTON,2024-03-21Z,SW,8,22,83,5,13,10,VG,7,1,1080
BRIGHTON,2024-03-21Z,WSW,7,25,90,5,13,10,GO,7,0,1260
BRIGHTON,2024-03-22Z,WSW,6,25,91,6,16,9,GO,7,0,0
BRIGHTON,2024-03-22Z,WSW,6,25,92,12,16,10,GO,8,0,180
BRIGHTON,2024-03-22Z,WSW,7,25,91,13,16,10,GO,8,0,360
BRIGHTON,2024-03-22Z,WSW,8,25,87,16,16,11,GO,8,1,540
BRIGHTON,2024-03-22Z,W,9,25,74,45,13,12,GO,12,2,720
BRIGHTON,2024-03-22Z,WNW,9,27,63,15,16,12,VG,7,1,900
BRIGHTON,2024-03-22Z,WNW,7,22,64,8,13,10,VG,3,1,1080
BRIGHTON,2024-03-22Z,WNW,5,25,71,4,16,8,VG,0,0,1260
LEICESTER,2024-03-18Z,SSW,11,16,77,15,9,12,GO,8,3,720
LEICESTER,2024-03-18Z,SW,12,25,60,5,11,15,VG,7,1,900
LEICESTER,2024-03-18Z,SW,12,18,64,1,7,13,GO,3,1,1080
LEICESTER,2024-03-18Z,S,10,20,81,10,9,12,GO,7,0,1260
LEICESTER,2024-03-19Z,SSW,9,25,85,4,11,11,GO,7,0,0
LEICESTER,2024-03-19Z,SSW,8,27,85,55,13,10,GO,7,0,180
LEICESTER,2024-03-19Z,SSW,8,25,89,12,11,11,GO,7,0,360
LEICESTER,2024-03-19Z,SW,10,25,84,5,13,12,GO,7,1,540
LEICESTER,2024-03-19Z,WSW,12,20,72,36,11,14,GO,10,3,720
LEICESTER,2024-03-19Z,WSW,14,13,63,47,7,15,GO,7,1,900
LEICESTER,2024-03-19Z,W,13,7,70,5,2,13,GO,7,1,1080
LEICESTER,2024-03-19Z,S,11,9,80,6,4,12,GO,7,0,1260
LEICESTER,2024-03-20Z,SSW,10,11,85,47,4,11,GO,12,0,0
LEICESTER,2024-03-20Z,SSW,10,11,90,58,4,11,MO,12,0,180
LEICESTER,2024-03-20Z,SSW,9,16,93,59,7,10,MO,12,0,360
LEICESTER,2024-03-20Z,SW,9,16,92,59,7,11,MO,12,1,540
LEICESTER,2024-03-20Z,SW,11,16,86,16,9,12,GO,7,2,720
LEICESTER,2024-03-20Z,W,12,16,77,55,9,13,GO,7,1,900
LEICESTER,2024-03-20Z,NW,10,13,84,34,7,11,GO,10,1,1080
LEICESTER,2024-03-20Z,NNW,7,11,89,6,7,9,VG,2,0,1260
LEICESTER,2024-03-21Z,NNW,6,9,92,5,4,7,GO,7,0,0
LEICESTER,2024-03-21Z,W,5,7,93,6,4,6,GO,7,0,180
LEICESTER,2024-03-21Z,SSW,5,11,94,11,4,6,MO,8,0,360
LEICESTER,2024-03-21Z,SW,6,18,86,6,9,8,VG,7,1,540
LEICESTER,2024-03-21Z,SW,8,27,73,6,13,11,VG,7,2,720
LEICESTER,2024-03-21Z,SW,10,29,66,6,16,13,VG,7,1,900
LEICESTER,2024-03-21Z,SW,9,29,69,4,13,12,VG,7,1,1080
LEICESTER,2024-03-21Z,SW,8,27,77,5,13,11,VG,7,0,1260
LEICESTER,2024-03-22Z,SW,8,27,84,11,13,10,VG,8,0,0
LEICESTER,2024-03-22Z,WSW,8,25,86,17,13,10,GO,8,0,180
LEICESTER,2024-03-22Z,W,7,20,84,44,11,9,GO,12,0,360
LEICESTER,2024-03-22Z,W,6,25,74,13,13,9,VG,7,1,540
LEICESTER,2024-03-22Z,W,7,31,59,12,16,10,GO,7,2,720
LEICESTER,2024-03-22Z,W,7,31,53,12,16,10,VG,7,1,900
LEICESTER,2024-03-22Z,W,5,25,59,6,13,8,VG,3,1,1080
LEICESTER,2024-03-22Z,W,3,25,68,3,13,6,VG,0,0,1260
COVENTRY,2024-03-18Z,SW,11,22,76,16,7,13,GO,8,3,720
COVENTRY,2024-03-18Z,SW,12,25,62,1,9,14,VG,3,1,900
COVENTRY,2024-03-18Z,SSW,12,18,69,4,4,13,GO,3,1,1080
COVENTRY,2024-03-18Z,S,9,20,86,11,9,11,GO,7,0,1260
COVENTRY,2024-03-19Z,SSW,8,27,86,4,13,10,GO,7,0,0
COVENTRY,2024-03-19Z,SSW,7,27,88,50,13,10,GO,7,0,180
COVENTRY,2024-03-19Z,SSW,8,25,90,17,11,10,GO,8,0,360
COVENTRY,2024-03-19Z,SSW,9,25,87,5,11,12,GO,7,1,540
COVENTRY,2024-03-19Z,SW,12,22,76,7,11,14,GO,7,2,720
COVENTRY,2024-03-19Z,WSW,13,16,66,13,9,14,VG,7,1,900
COVENTRY,2024-03-19Z,SW,12,11,74,4,4,13,GO,7,1,1080
COVENTRY,2024-03-19Z,SSW,10,11,83,5,4,11,GO,7,0,1260
COVENTRY,2024-03-20Z,S,10,11,89,52,4,10,GO,12,0,0
COVENTRY,2024-03-20Z,S,9,11,95,58,7,10,MO,12,0,180
COVENTRY,2024-03-20Z,SSW,9,16,94,59,7,10,GO,12,0,360
COVENTRY,2024-03-20Z,SW,9,16,93,79,7,11,MO,15,1,540
COVENTRY,2024-03-20Z,WSW,11,16,85,15,9,12,GO,7,2,720
COVENTRY,2024-03-20Z,WSW,12,16,79,16,9,13,GO,7,1,900
COVENTRY,2024-03-20Z,NW,9,16,84,44,9,11,GO,10,1,1080
COVENTRY,2024-03-20Z,NNW,7,13,90,27,7,8,GO,9,0,1260
COVENTRY,2024-03-21Z,NNW,6,9,92,5,4,7,GO,7,0,0
COVENTRY,2024-03-21Z,WNW,5,7,94,8,4,6,GO,8,0,180
COVENTRY,2024-03-21Z,SW,4,9,95,8,4,6,GO,8,0,360
COVENTRY,2024-03-21Z,SW,6,18,87,5,9,8,GO,7,1,540
COVENTRY,2024-03-21Z,SW,8,25,75,6,11,11,VG,7,2,720
COVENTRY,2024-03-21Z,SW,10,29,66,6,16,13,VG,7,1,900
COVENTRY,2024-03-21Z,SW,9,27,71,4,13,11,VG,7,1,1080
COVENTRY,2024-03-21Z,SW,7,27,79,6,13,10,VG,7,0,1260
COVENTRY,2024-03-22Z,SW,7,27,86,10,13,10,VG,8,0,0
COVENTRY,2024-03-22Z,WSW,8,22,87,16,11,10,GO,8,0,180
COVENTRY,2024-03-22Z,W,7,20,81,11,11,9,GO,7,0,360
COVENTRY,2024-03-22Z,W,6,25,73,14,13,9,VG,7,1,540
COVENTRY,2024-03-22Z,W,7,29,59,13,16,10,GO,7,2,720
COVENTRY,2024-03-22Z,W,7,31,52,9,16,10,VG,3,1,900
COVENTRY,2024-03-22Z,W,5,25,59,7,13,8,VG,3,1,1080
COVENTRY,2024-03-22Z,W,3,22,68,3,11,6,VG,0,0,1260
